Cód. Parceiro;Qty;Prazo Cross Dock
4045875039133;0;12
4045875030086;0;12
4045875037061;0;12
4045875045073;0;12
4045875047091;0;12
4045875047084;0;12
4045875041297;0;12
4045875041280;0;12
4045875041259;0;12
4045875041266;0;12
4045875041273;0;12
4045875042812;0;12
4045875032394;0;12
4045875032455;0;12
4045875042683;0;12
4045875032417;0;12
4045875032448;0;12
4045875037573;0;12
4045875032424;0;12
4045875037597;0;12
4045875048036;0;12
4045875048197;0;12
4045875006999;0;12
4045875041150;0;12
4045875045684;0;12
4045875041167;0;12
4045875047466;0;12
4045875047473;0;12
4045875047060;0;12
4045875046582;0;12
4045875041181;0;12
4045875040757;0;12
4045875041211;0;12
4045875016950;0;12
4045875042560;0;12
4045875042577;0;12
4045875042584;0;12
4045875047480;0;12
4045875047497;0;12
4045875041518;0;12
4045875041525;0;12
4045875043611;0;12
4045875011528;0;12
4045875011306;0;12
7015AV;0;8
3005AV;0;8
IGOR0093;0;30
IGOR0092;0;30
IGOR0091;0;30
IGOD0098;0;30
IGOD0099;0;30
IGOD0100;0;30
RAACCBE-088;0;10
RAACCBE-087;0;10
RAACCBE-167;0;10
RAACCBE-022;0;10
RAACCBE-157;0;10
RAACCBE-107;0;10
RAACCBE-038;0;10
RAACCBE-098;0;10
RAACCBE-159;0;10
RAACCBE-218;0;10
RAACCBE020;0;10
RAACCBE-103;0;10
RAACCBE-032;0;10
RAACCBE-031;0;10
RAACCBE-160;0;10
RAACCBE-096;0;10
RAACBOL-034;0;10
RAACBOL-031;0;10
RAACCBE-163;0;10
RAACCBE-164;0;10
RAACCBE-035;0;10
RAACDIV-022;0;10
RAACDIV-062;0;10
RAACDIV-061;0;10
RAACCBE-095;0;41
RAACCBE-216;0;10
RAACCBE-186;0;10
RAACCBE-187;0;10
RAACCBE-092;0;10
RAACCBE-168;0;10
RAACCBE-111;0;10
RAACCBE-100;0;10
RAACCBE-110;0;10
RAACBOL-029;0;10
RAACCBE-112;0;10
1005GPT;0;8
1050PTA;0;8
1050PTL;0;8
5016AV;0;8
5070AV;0;8
8181CAPG;0;8
8181GRRG;0;8
8181PTVG;0;8
8181DCHT;0;8
8185GR;0;8
8185PT;0;8
D102CHT;0;8
1Azul;0;41
2Amarelo;0;41
3Laranja;0;41
4Vermelho;0;41
5Verde;0;41
6Rosa;0;41
7Roxo;0;41
IXCA2054PR35;0;30
IXCA2054PR36;0;30
40037;0;12
404160P;0;12
404160M;0;12
404160G;33;12
404160GG;17;12
394064NS;162;12
394065NS;218;12
378683;1614;12
10399M;0;12
10385M;0;12
40246039;15;12
40246040;16;12
40246041;5;12
40246042;6;12
40246043;19;2
40246044;14;12
40246045;14;12
40470734;9;12
40470735;23;12
40470736;23;12
40470737;31;12
40470738;13;12
40470739;0;2
40470639;5;12
40470640;0;12
40470641;0;12
40470642;0;12
40470643;7;12
40470644;13;12
40470645;0;12
40611834;15;12
40611835;38;12
40611836;48;12
40611837;50;12
40611838;31;12
40611839;12;12
40488134;23;12
40488135;35;12
40488136;34;12
40488137;29;12
40488138;21;12
40488139;16;12
40487839;22;12
40487840;4;12
40487841;0;12
40487842;8;12
40487843;23;12
40487844;17;12
40487845;10;12
40487739;15;12
40487740;0;12
40487741;0;12
40487742;9;12
40487743;32;12
40487744;59;12
40487745;23;12
40487939;23;12
40487940;19;12
40487941;0;12
40487942;13;12
40487943;16;12
40487944;20;12
40487945;13;12
40487434;8;12
40487435;23;12
40487436;32;12
40487437;24;12
40487438;16;12
40487439;8;12
40487334;18;12
40487335;41;12
40487336;56;12
40487337;60;12
40487338;35;12
40487339;21;12
40091939;21;12
40091940;27;12
40091941;15;12
40091942;25;12
40091943;27;2
40091944;22;12
40091945;10;12
40487139;52;12
40487140;65;12
40487141;56;12
40487142;59;12
40487143;56;12
40487144;52;12
40487145;29;12
40646334;7;12
40646335;0;12
40646244;10;12
40646245;4;12
40238634;0;12
40238635;0;12
40238636;0;12
40238637;0;12
40238638;0;12
40238639;0;12
40238539;0;12
40238543;0;12
40238544;0;12
40238545;7;12
40616434;17;12
40616435;42;12
40616436;0;12
40616437;0;12
40616438;0;12
40616439;0;12
40616339;0;12
40616344;0;12
40616345;5;12
40162634;6;12
40162635;34;12
40162636;7;12
40162637;0;12
40162638;0;12
40162639;0;12
40464434;12;12
40464435;17;12
40464436;8;12
40464437;0;12
40464438;0;12
40464439;0;12
40464339;23;12
40464340;0;12
40464342;0;12
40464344;14;12
40464345;12;12
39466839;25;12
39466840;0;12
39466841;0;12
39466842;0;12
39466843;0;12
39466844;32;12
39466845;23;12
39972434;12;12
39972435;26;12
39972436;0;12
39972437;0;2
39972438;0;12
39972439;0;12
40463634;17;12
40463635;37;12
40463636;48;12
40463637;48;12
40463638;27;12
40463639;8;12
40463739;41;12
40463740;0;12
40463741;0;12
40463742;0;12
40463743;0;12
40463744;36;12
40463745;17;12
40461339;32;12
40461340;0;12
40461341;0;12
40461342;0;12
40461343;0;12
40461344;47;12
40461345;26;12
40463134;36;12
40463135;59;12
40463136;82;12
40463137;67;12
40463138;60;12
40463139;33;12
40463039;32;12
40463040;0;12
40463041;0;12
40463042;0;12
40463043;11;12
40463044;39;12
40463045;19;12
40009239;0;12
40009240;0;12
40009241;0;12
40009242;0;12
40009243;0;12
40009244;0;12
40009245;0;12
40242940;0;12
40242942;0;12
40242943;0;12
40242944;0;12
40242945;0;12
40494834;5;12
40494835;10;12
40494836;10;12
40494837;0;12
40494838;0;12
40494839;0;12
40494734;16;12
40494735;28;12
40494736;36;12
40494737;33;12
40494738;19;12
40494739;11;12
40476839;0;12
40476840;0;12
40476841;0;12
40476842;0;12
40476844;6;12
40476845;0;12
40492139;0;12
40492140;0;12
40492141;0;12
40492142;0;12
40492143;0;12
40492144;0;12
40492145;0;12
S31702G;19;12
S31702GG;13;12
S31702P;17;12
S31702PP;14;12
S31349G;10;12
S31349GG;4;12
S31349M;12;12
S31349P;9;12
S31349PP;4;12
S31348G;4;12
S31348GG;7;12
S31348M;4;12
S31348P;9;12
S31348PP;8;12
S31351G;7;12
S31351GG;0;12
S31351M;4;12
S31351P;11;12
S31351PP;6;12
S30830G;27;12
S30830GG;21;12
S30830M;15;12
S30830P;14;12
S30830PP;10;12
S31556G;16;12
S31556GG;10;12
S31556M;6;12
S31556P;0;12
S31556PP;0;12
S31521G;23;12
S31521GG;13;12
S31521M;12;12
S31521P;7;12
S31521PP;0;12
S31555P;14;12
S31555G;24;12
S31555GG;14;12
S31555M;18;12
S31555PP;0;12
S31453G;10;12
S31453GG;11;12
S31453M;6;12
S31453P;7;12
S31454G;16;12
S31454GG;10;12
S31454M;14;12
S31454P;11;12
S31454PP;0;12
S31045G;6;12
S31045GG;7;12
S31045M;20;12
S31045P;19;12
S31045PP;8;12
S31002G;4;12
S31002GG;0;12
S31002M;0;12
S31002P;5;12
S31002PP;0;12
S31018G;10;12
S31018GG;9;12
S31018M;20;12
S31018P;27;12
S31018PP;5;12
S80312EGG;0;12
S80312G;4;12
S80312GG;0;12
S80312M;15;12
S80312P;19;12
S80302EGG;0;12
S80302G;0;12
S80302GG;0;12
S80302M;7;12
S80302P;9;12
S81702M;0;12
S81702P;0;12
S81712EGG;0;12
S81712G;0;12
S81712GG;0;12
S81712M;4;12
S81712P;8;12
S81821EGG;0;12
S81821G;0;12
S81821GG;0;12
S81821M;0;12
S81821P;0;12
S81844EGG;4;12
S81844G;9;12
S81844GG;6;2
S81844M;15;12
S81844P;0;12
S80712EGG;0;12
S80712G;0;12
S80712GG;0;12
S80712M;0;12
S80712P;0;12
S80702M;0;12
S80702P;0;12
S81642EGG;0;12
S81642G;12;12
S81642GG;10;12
S81642M;21;12
S81642P;18;12
S81641EGG;0;12
S81641G;18;12
S81641GG;13;12
S81641M;19;12
S81641P;17;12
S70518EGG;0;12
S70518G;11;12
S70518GG;0;12
S70518M;9;12
S70518P;12;12
S81118EGG;0;12
S81118G;0;12
S81118GG;0;12
S81118M;10;12
S81118P;0;12
S81514G;10;12
S81514GG;0;12
S81514M;19;12
S81514P;11;12
S81518G;0;12
S81518GG;0;12
S81518M;11;12
S81518P;8;12
S81502EGG;0;12
S81502G;0;12
S81502GG;0;12
S81502M;15;12
S81502P;9;12
S81014EGG;0;12
S81014G;15;12
S81014GG;0;12
S81014M;0;12
S81014P;0;12
S81002EGG;0;12
S81002G;21;12
S81002GG;9;12
S81002M;17;12
S81002P;0;12
S81018EGG;5;12
S81018G;27;12
S81018GG;14;12
S81018M;29;12
S81018P;22;12
1005GGIR;0;8
1345GPTB;0;8
1430CHT;0;8
1430BL;0;8
5016UR;0;8
7015UR;0;8
8181BLG;0;8
8181CHTG;0;8
856257MARROM;12;10
856257PRETO;0;10
856258MARROM;9;10
856258PRETO;0;10
856259MARROM;0;10
856259PRETO;0;10
928050UNICA;14;10
856210MARROM;6;10
856210PRETO;0;10
856211MARROM;7;10
856211PRETO;5;10
856212MARROM;8;10
856212PRETO;8;10
856213MARROM;13;10
856213PRETO;12;10
856214MARROM;22;10
856214PRETO;24;10
856215MARROM;26;10
856215PRETO;36;10
856216MARROM;23;10
856216PRETO;39;10
856217MARROM;21;10
856217PRETO;34;10
856218PRETO;17;10
856219MARROM;8;10
856219PRETO;13;10
856230MARROM;7;10
856230PRETO;0;10
856231MARROM;7;10
856231PRETO;0;10
856232MARROM;7;10
856232PRETO;5;10
856233MARROM;10;10
856233PRETO;10;10
856234MARROM;20;10
856234PRETO;29;10
856235MARROM;20;10
856235PRETO;40;10
856236MARROM;20;10
856236PRETO;39;10
856237MARROM;17;10
856237PRETO;36;10
856238MARROM;12;10
856238PRETO;26;10
856239MARROM;0;10
856239PRETO;19;10
856250MARROM;7;10
856250PRETO;0;10
856251MARROM;5;10
856251PRETO;0;10
856252MARROM;10;10
856252PRETO;0;10
856253MARROM;10;10
856253PRETO;0;10
856254MARROM;17;10
856254PRETO;0;10
856255MARROM;23;10
856255PRETO;5;10
856256MARROM;21;10
856256PRETO;5;10
907033UNICA;100;10
907034UNICA;0;10
907035UNICA;100;10
857004PRETO;11;10
857005PRETO;37;10
857007PRETO;29;10
857008PRETO;45;10
857009PRETO;43;10
857010PRETO;36;10
708114PRETO;63;10
708114VERDE;65;10
7899826767777;1038;10
7899826767784;444;10
7899826767760;1071;10
7899826767753;515;10
7899826774317;116;10
7899826749247;304;10
7899826749216;1717;10
7899826749001;1846;10
7899826748974;1140;10
7899826740770;1890;10
7899826740787;1009;10
7899826740763;2027;10
7899826740756;1927;10
7899826768163;187;10
7899826768170;1;2
7899826768156;93;10
7899826740817;3091;10
7899826740824;1808;10
7899826740800;3274;10
7899826740794;1480;10
7899826768217;99;10
7899826768200;71;10
7891437333303;682;10
7899826763366;7299;10
7899826763342;4638;10
7899826763359;8507;10
7899826767142;1086;10
7899826764004;2200;10
7899826764035;5483;10
7899826764011;8053;10
7899826764028;18942;2
7899826763991;77226;10
098070UNICA;100;10
750762PRETO;55;10
750764PRETO;61;10
098014UNICA;100;10
310824UNICA;0;10
313450UNICA;0;10
099912UNICA;100;10
099911UNICA;100;10
099905UNICA;100;10
099904UNICA;100;10
098004UNICA;100;10
098006UNICA;100;10
40225938;21;12
40225939;19;12
40225940;20;12
40225941;17;12
40225942;39;12
40225943;27;12
40225944;14;12
40225945;9;12
162570002349;0;12
162570002905;0;12
162570002350;0;12
162520001123;0;12
162520001715;0;12
162520001712;0;12
162520001714;0;12
162520001713;0;12
162520006227;0;12
162570001943;0;12
162570002910;0;12
162570002594;0;12
162520001497;0;12
162570004183;0;12
162570004184;0;12
162570001391;0;12
162570001390;0;12
162570002874;0;12
162520004942;0;12
162520004943;0;12
172620000778;0;12
172620003501;0;12
172620000831;0;12
172620000833;0;12
172620000955;0;12
172620002323;0;12
172620000954;0;12
172620002322;0;12
7899826768811;258;10
7899826768828;88;10
7899826768804;176;2
7899826768798;0;10
7899826768354;1544;10
7899826768361;761;10
7899826768347;1536;10
7899826768330;749;10
7899826760525;6569;10
7891437218426;465;10
7891437218419;444;10
7891437218464;994;10
7891437218471;145;10
7891437218440;1192;10
7899826775062;75;10
7899826775055;123;10
7899826775048;50;10
7899826775215;378;10
7899826775222;65;10
7899826775208;373;10
7899826775192;138;10
7899826775260;233;2
7899826775253;96;10
7899826756320;2031;10
7899826756313;990;10
06079172950000;30;10
07079436530000;30;10
08079436510000;30;10
07079434530000;30;10
08079434510000;30;10
07079673970070;0;10
05079564370000;30;10
06079564050000;30;10
05079597390000;30;10
06079597850000;30;10
07079597720000;0;10
08079597510000;30;10
07079249490000;0;10
00079249600000;0;10
08079258270000;30;10
00079258640000;0;10
07079258640000;0;10
00079477090000;0;10
00079477500000;0;10
07079477480000;0;10
07066381390000;30;10
00079205960480;30;10
04079205690480;30;10
00079036960000;30;10
04079036690000;30;10
05079340400000;30;10
05079840400000;30;10
05079282400000;0;10
00079592100000;30;10
06079232430000;30;10
08079828510000;0;10
00079828850000;0;10
08079159510000;30;10
00079159850000;30;10
06079520000000;30;2
06079587950000;30;10
00007627100000;0;10
00007627200000;0;10
00009156100000;0;10
00009156200000;0;10
00007940000000;30;10
00007942000000;30;10
00072376000000;0;10
00009226000000;30;10
00009368000000;0;10
00007945000000;30;10
00007945100000;30;10
00007163000000;0;10
00005316000000;0;10
00009372000000;0;10
00009374000000;0;10
00009373000000;30;10
00009493100000;0;10
00007710000610;0;10
00007947000610;30;10
00009359000000;30;10
00009360000000;30;10
00009361000000;30;10
00009362000000;30;10
00009363000000;30;10
00009364000000;30;10
00009223000000;0;10
7898506465132;1879;7
7898506465149;2401;7
7898506465156;1683;7
7899838835877;0;7
7898506465200;0;7
7898506465217;0;7
7898506465224;0;7
7898506465231;0;7
7898506465248;0;7
7898506465255;0;7
7898506465262;0;7
7898506465279;0;7
7898506465286;0;7
7898506465293;3851;7
7898506465309;2660;7
7898506465316;1491;7
7898506465323;4746;7
7898506465330;3454;7
7898506465347;3639;7
7898506465354;6019;7
7898506465361;1359;7
7898506465385;0;7
7898506465392;0;7
7898506465408;0;7
7898506465415;0;7
7899838840628;1650;7
7898506470259;7132;7
7898506471515;0;7
7898506471522;0;7
7898506471539;0;7
7898506471652;0;7
7899838803678;0;7
7899838803685;0;7
7899838803692;0;7
7899838803708;0;7
7899838803715;8982;2
7899838804088;14837;7
7899838804095;289;7
7899838804101;467;7
7899838804231;7410;7
7899838804248;0;7
7899838804255;6432;7
7899838804392;6265;7
7899838804408;0;7
7899838804415;3938;7
7899838804422;0;7
7899838809786;13434;7
7899838815534;0;7
7899838814599;0;7
7899838813714;0;7
7899838813738;0;7
7899838813752;269;7
7899838813790;0;7
7899838813806;0;7
7899838813820;2331;7
7899838813837;1240;7
7899838813844;1436;7
7899838813882;501;7
7899838813721;183;7
7899838813745;0;7
7899838813769;0;7
7899838813776;500;7
7899838825229;0;7
7899838825236;0;7
7899838825243;0;7
7899838825441;0;7
7899838825458;0;7
7899838843001;0;7
7899838843018;829;7
7899838843025;625;7
7899838843032;0;7
7899838843049;0;7
7899838844329;129;7
7899838844336;0;7
7899838845531;5182;7
7899838845548;0;7
7899838845555;0;7
7899838845562;0;7
7899838845579;644;7
7899838845586;434;7
7899838844374;68;7
7899838841700;0;7
7899838841816;0;7
7899838841885;0;7
7899838841830;0;7
7899838843339;0;7
7899838843346;0;7
7899838843353;0;7
7899838843360;0;7
7899838843377;0;7
7899838843384;0;7
7899838843391;0;7
7899838843407;0;7
7899838843414;0;7
7899838843421;0;7
7899838843438;0;7
7899838843445;0;7
7899838844398;0;7
7899838844404;0;7
7899838844411;602;7
7899838844435;0;7
7899838844442;0;7
7899838849904;3646;7
7899838846750;3263;7
7899838846538;2443;7
7899838847672;0;7
7899838847689;0;7
7899838847696;396;7
7899838847702;1896;7
7899838852294;2534;7
7899838852300;2447;7
7899838852317;1231;7
7899838853918;3298;7
7899838853949;2795;7
7899838853956;1167;7
7899838853925;3845;2
7899838853932;562;7
7899838853895;640;7
7899838853901;324;7
7899838853963;138;7
HO017;7852;7
CE024;1165;7
HC082;3419;7
CE052;122;7
HC056;191;7
HC058;234;7
HC066;312;7
HC063;412;7
HC062;450;7
HC064;0;7
HC065;450;7
HC067;399;7
CE023;598;7
CE051;0;7
HC083;3720;7
HC140;179;7
HC061;365;7
HC146;1098;7
HC101;286;7
HC005;0;7
HC100;410;7
HO028;0;7
HC145;1400;7
HC085;1346;7
HC105;1280;7
HC108;950;7
HO027;0;7
HC111;2132;7
HC104;2164;7
HC023;2146;7
HO016;10265;7
HC109;3134;7
HO034;1004;7
CE048;2843;7
CE047;3757;7
HC086;459;7
HO031;1099;7
HO033;2676;7
HO019;38755;7
EB021;0;7
HC102;6369;7
EB023;15174;7
HO018;42459;7
EB022;9612;7
ES189;690;7
BB351;0;15
BB353;0;15
BB354;0;15
BB355;0;15
BB356;0;15
BB352;0;15
BB350;0;15
857001PRETO;0;10
857002PRETO;9;10
857003PRETO;20;10
857006PRETO;48;10
7899826775925;7115;10
7899826775918;244;10
7899826775901;5590;10
7899826775963;6926;10
7899826775949;6108;10
7899826775932;25558;2
7899826775956;21983;10
1101;0;7
P9044;0;7
P9022;1451;7
P9023;1160;7
P9020;1400;7
P9021;0;7
P9071;8240;7
P9026;0;7
P9025;0;7
P9063;410;7
P9062;2719;7
P9073;0;7
P9072;3712;7
P9061;0;7
P9075;4541;7
P9074;15482;7
P9047;0;7
P9058;0;7
P9057;0;7
P9055;0;7
P9065;0;7
P9064;0;7
P9067;0;7
P9066;0;7
M-1007;1213;7
M-1006;0;7
M-1002;0;7
M-1001;0;7
NB729;9671;7
NB728;15455;7
NB252;0;7
NB251;0;7
NB721;2532;7
NB720;182;7
NB731;0;7
NB730;3372;7
NB719;0;7
NB718;0;7
NB733;0;7
NB732;5862;7
NB716;0;7
NB715;0;7
NB710;0;7
NB723;0;7
NB722;0;7
NB725;0;7
NB724;0;7
P9017;34426;7
P9048;40027;7
40490934;19;12
40490935;40;12
40490936;59;12
40490937;61;12
40490938;41;12
40490939;24;12
40489434;7;12
40489435;38;12
40489436;55;12
40489437;54;12
40489438;36;12
40489439;13;12
40509239;0;12
40509240;21;12
40509241;23;12
40509242;25;12
40509243;20;12
40509244;16;12
40509245;4;12
37167334;5;12
37167335;30;12
37167336;39;12
37167337;39;12
37167338;24;12
37167339;11;12
40490334;0;12
40490335;0;12
40490336;0;12
40490337;0;12
40490338;0;12
40490339;0;12
40490139;0;12
40490140;0;12
40490141;0;12
40490142;0;12
40490143;0;12
40490144;0;12
40490145;0;12
40225834;11;12
40225835;28;12
40225836;35;12
40225837;33;12
40225838;38;12
40225839;44;12
40225840;43;12
40225841;40;12
40225842;46;12
40225843;45;12
40225844;36;12
40225845;24;12
40226034;0;12
40226035;0;12
40226036;5;12
40226037;8;12
40226038;12;12
40226039;17;12
40226040;14;12
40226041;7;12
40226042;21;12
40226043;25;12
40226044;11;12
40226045;8;12
40225934;0;12
40225935;4;12
40225936;12;12
40225937;14;12
747016CINZA;100;10
747016GRAFITE;100;10
747032CINZAEROSA;100;10
751012AZUL;25;10
751012PRETO;8;10
751014VERMELHO;34;10
751012VERMELHO;73;10
751014AZUL;0;10
751014PRETO;0;10
751016AZUL;25;10
751016PRETO;57;10
751016VERDE;12;10
751016VERMELHO;43;10
751200LARANJA;100;10
751200VERMELHO;100;10
747005GRAFITE;95;10
747006GRAFITE;100;10
747007GRAFITE;11;10
747010GRAFITE;0;10
747012CINZA;0;10
747010CINZA;0;10
747011CINZA;20;10
747011GRAFITE;100;10
747012GRAFITE;0;10
747015CINZA;5;10
747015GRAFITE;45;10
747017CINZA;11;10
747017GRAFITE;37;10
747020CINZA;0;10
747020PRETO;0;10
747021CINZA;53;10
747021PRETO;0;10
747022CINZA;0;10
747022PRETO;0;10
747025AZUL;100;10
747025CINZA;93;10
747026AZUL;100;10
747026CINZA;100;10
747027AZUL;94;10
747027CINZA;95;10
747035CINZA;100;10
747035GRAFITE;100;10
747036CINZA;100;10
747036GRAFITE;100;10
747037CINZA;100;10
747037GRAFITE;76;10
747040PRETO;71;10
747042CINZA;69;10
747040CINZA;87;10
747041CINZA;100;10
747041PRETO;100;10
747042PRETO;38;10
747050BRANCOEPRETO;100;10
747051BRANCOEPRETO;100;10
747055CINZAEAZUL;82;10
747056CINZAEAZUL;100;10
747057CINZAEAZUL;33;10
747052BRANCOEPRETO;100;10
747031CINZAEROSA;100;10
S31702M;7;2
S31747G;22;12
S31747GG;4;12
S31747M;12;2
S31747P;9;12
S31747PP;8;12
S30550G;0;12
S30547G;9;12
110130005157;0;12
05079339280000;0;10
39292934;0;12
IXAU3042PR44;0;30
230600PRETO;0;10
113100ROSAEVERDE;100;10
803020UNICA;49;10
803200AZUL;77;10
702090CINZA;0;10
708000UNICA;76;10
800040AZUL;0;10
900632UNICA;100;10
900635UNICA;100;10
805172AZULECINZA;67;10
802602VERMELHO;89;10
803206VERMELHO;14;10
808010AZUL;54;10
049251UNICA;100;10
049252UNICA;100;10
049254UNICA;100;10
320010UNICA;0;10
320465UNICA;100;10
743155UNICA;0;10
901005UNICA;100;10
901028UNICA;100;10
049258UNICA;100;10
901033UNICA;0;10
901037UNICA;43;10
901058UNICA;100;10
901062UNICA;100;10
901068UNICA;68;10
905010PRETO;48;10
905010VERDE;47;10
049261UNICA;0;10
049280UNICA;100;10
747032AZULEAMARELO;100;10
720210BRANCO;75;10
720210TURQUESA;100;10
921535UNICA;100;10
921560UNICA;100;10
124955UNICA;100;10
030625AZUL;74;10
805186AZUL;26;10
805186LARANJA;28;10
805170AZUL;100;10
805170CINZA;100;10
049107PRETO;0;10
098022AZUL;0;10
098022VERDE;100;10
098026AZUL;100;10
098026VERDE;100;10
099914UNICA;0;10
805012VERMELHO;0;10
099910UNICA;100;10
099913UNICA;100;10
500430AZUL;100;10
500430PRETO;100;10
563725UNICA;100;10
747030AZULEAMARELO;100;10
747030CINZAEROSA;100;10
747031AZULEAMARELO;100;10
901075UNICA;100;10
903036UNICA;0;10
903066UNICA;100;10
903090UNICA;100;10
320265UNICA;100;10
049165AZUL;100;10
800078AMARELOEPRETO;0;10
049084UNICA;100;10
049022UNICA;10;10
924072UNICA;100;10
049042UNICA;100;10
800734VERDE;20;10
745040UNICA;100;10
653875UNICA;100;10
744880UNICA;45;10
744882UNICA;37;10
049045UNICA;0;10
563070AZUL;100;10
049143VERDE;0;10
310841UNICA;100;10
743151UNICA;100;10
049106PRETO;70;10
805196AZUL;61;10
707057AZULVERDE;90;10
098010UNICA;30;10
099919UNICA;69;10
707785AZUL;100;10
099917UNICA;100;10
702160VERMELHO;0;10
805210CINZA;0;10
800732PRETO;100;10
800730AZUL;61;10
800738CINZA;100;10
707150AZULVERDE;42;2
701041AZULVERDE;44;10
750607BRANCOCINZA;0;10
750610BRANCOCINZA;0;10
700437AZULVERDE;0;10
110130005154;0;12
030510UNICA;0;10
IXCA5115PRC42;0;30
IXCA5115PRC20;0;30
23362350;7;2
63950850;1;2
POKERH01;0;30
FLAMENCOA01;0;30
SP594T11N;0;30
TULUMT01;0;30
LEMURIANA01;0;30
ROWINGD01;0;30
LINERD01;0;30
VOYAGERD02;0;30
FLYNND01;0;30
SP5033T05;0;30
SIRENAA01;0;30
SLOANA01;0;30
FLYNNA01;0;30
BLAZART01;0;30
VULCAND01;0;30
CAYMANA01;0;30
WATERPOLOC01;0;30
WAVEG21;0;30
LINERA01;0;30
TRINIDADA01;0;30
CAYMANH01;0;30
FLYNNA02;0;30
CAYMANA02;0;30
LONGBOARDH01;0;30
SLOAND01;0;30
CAELUMH01;0;30
ADAGIOA01;0;30
CAELUMD01;0;30
SHADOWBLADEA03;0;30
SPITZERA01;0;30
SP303803A;0;30
SP5031T01;0;30
RINZLERA01;0;30
VALLARTAD02;0;30
FLAMENCOT01;0;30
ADAGIOA02;0;30
RINZLERD01;0;30
AKUMALH02;0;30
VALLARTAA01;0;30
NEONA02;0;30
OFF-ROADD03;0;30
CAELUMA01;0;30
CAYMAND01;0;30
ADAGIOH01;0;30
SP6079ILA03;0;30
SPK6000IA02;0;30
SP6085IA01;0;30
SP6083A02;0;30
SP6081IT01;0;30
SP4055A01;0;30
SP6086IT03;0;30
SP6083A01;0;30
SPK6003IA02;0;30
SP6083D01;0;30
SP6085IH01;0;30
SP131202D;0;30
SP131209A;0;30
SP6082IA02;0;30
SP4050A03;0;30
SP6092IT01;0;30
SP136109A;0;30
SP4021A01;0;30
SP125003G;0;30
SP4013D01;0;30
SP4044T01;0;30
SP136106A;0;30
SPK6002IA02;0;30
SP135306A;0;30
SP130102D;0;30
SP4021D01;0;30
SP4012G21;0;30
SP4018T01;0;30
SP4038LA01;0;30
SP4057D02;0;30
030520PRETOETURQUESA;100;10
708180AZUL;33;10
707050ROXO;15;10
804010LARANJA;81;10
291150UNICA;100;10
700665CINZAEPRETO;67;10
700665AZUL;74;10
700665VERDE;88;10
700667AZUL;0;10
700667PRETOECINZA;0;10
700667VERDEEAZUL;0;10
700675AZUL;19;10
700675PRETOECINZA;17;10
099950UNICA;100;10
800108VERDE;96;10
740120VERDE;0;10
800144LARANJA;91;10
800134AMARELO;100;10
800136AMARELO;94;10
800142LARANJA;100;10
800146AZUL;100;10
800152VERDE;100;10
800162CINZA;82;10
800168VERMELHO;70;10
805182LARANJA;86;10
805120CINZA;0;10
805122CINZA;22;10
304230UNICA;0;10
806022LARANJA;15;10
124995UNICA;100;10
707020ROXO;46;10
700669AZUL;0;10
700669CINZAEPRETO;0;10
700669VERMELHOECINZA;15;10
700671AZUL;0;10
700671PRETOECINZA;15;10
700671VERDE;15;10
701029VERMELHO;33;10
701033PRETO;13;10
703510VERDE;12;10
805196LARANJA;40;10
805192AZUL;0;10
700230CINZAEPRETO;0;10
700232CINZAEPRETO;0;10
700232AZUL;0;10
11004G0EVNP1;0;10
11004G0EVNP2;0;10
7899826768569;57;10
7899826768897;494;2
7899826768903;216;10
7899826768880;468;10
7899826768873;217;10
7899826742866;278;2
7899826742873;118;10
7899826742859;228;10
7899826742842;78;10
7899826766121;202;10
7899826766138;79;10
7899826766114;131;10
7899826766107;0;10
7899826765605;147;10
7899826765612;80;10
7899826765599;129;2
7899826765766;107;10
7899826765759;93;10
7899826768859;113;10
7899826768866;0;10
7899826768842;97;10
7899826749513;83;10
7899826749506;0;10
7899826766244;142;10
7899826766251;70;10
7899826766237;132;10
7899826766169;185;10
7899826766176;83;10
7899826766152;166;10
7899826703065;320;10
7899826703072;0;10
7899826703058;92;10
7899826703102;401;10
7899826703119;126;10
7899826703096;227;10
7899826749551;820;10
7899826749568;476;10
7899826749544;813;10
7899826749537;519;10
7899826748233;224;10
7899826748240;0;10
7899826748226;138;10
7899826748219;0;10
7899826765186;307;10
7899826765179;864;10
7899826765162;434;10
7899826765681;212;10
7899826765698;81;10
7899826765674;150;10
7899826765667;69;10
7899826768392;849;10
7899826768408;412;10
7899826768385;830;10
7899826768378;420;10
7899826735622;356;10
7899826735639;52;10
7899826743818;237;10
7899826743825;69;10
7899826743801;186;10
7899826743795;89;10
7899826735660;521;10
7899826767050;78;10
7899826767036;93;10
7899826766329;223;10
7899826766336;76;10
7899826766312;192;10
7899826766305;85;10
7899826766442;147;10
7899826766459;0;10
7899826766435;110;10
7899826766428;0;10
7899826775307;68;10
7899826767890;199;10
7899826767883;150;10
7899826767876;94;10
7899826768323;409;10
7899826768309;740;10
7899826768293;357;10
7899826766602;93;10
7899826766619;51;2
7899826766596;89;10
7899826767005;431;10
7899826767012;162;10
7899826766992;322;10
7899826766985;156;10
7899826766565;125;10
7899826766572;2;2
7899826766558;100;10
7899826766541;0;10
7899826766763;138;10
7899826766756;127;10
7899826768972;128;10
7899826768965;64;10
7899826769092;223;10
7899826769108;91;10
7899826769085;203;10
7899826769078;83;10
